,TSLA,MSFT,FB,AAPL
RMSE,6.144763490489062,0.5799965915325175,1.6887118800592291,1.3989424834114543
MAPE,0.27214827835739624,0.4598091218409107,0.15372048948383477,0.4391255628639007
